source,page,section,article,category,content
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Đạt giải trong các cuộc thi SV NCKH, Olympic, thi khoa học kỹ thuật
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Nhận bằng khen, huy chương tương đương cấp Bộ trở lên
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Có chứng nhận tham gia lớp bồi dưỡng nhận thức về Đảng từ mức Khá trở lên
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Được kết nạp Đảng Cộng sản Việt Nam
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Đạt danh hiệu Sinh viên năm tốt cấp Đại học trở lên, Giấy khen Cán bộ đoàn học tốt, Giấy khen Sinh viên tích cực đóng cho hoạt động của Nhà trường
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Được khen thưởng khi tham gia tuyên truyền chủ trương của Đảng, chính sách pháp luật của Nhà nước, quy định của nơi cư trú, giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công cộng, hoạt động xã hội.
Minh chứng: MC
Điểm: 4"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: Tổng điểm cộng tối đa
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Được khen thưởng khi tham gia tuyên truyền chủ trương của Đảng, chính sách pháp luật của Nhà nước, quy định của nơi cư trú, giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công cộng, hoạt động xã hội.
Điểm: 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: II
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Sinh viên bị trừ điểm nếu vi phạm các quy định sau đây"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: 1
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm trong học tập"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm quy chế thi từ cảnh cáo trở lên
Minh chứng: *
Điểm: -10"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Bị kỷ luật khi thi hộ
Minh chứng: *
Điểm: -20"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: 2
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm quy định về an ninh trật tự, an toàn giao thông, giữ gìn vệ sinh, cảnh quan môi trường, nếp sống văn minh bị Hội đồng kỷ luật của Đại học ra quyết định kỷ luật tương ứng với các mức"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm ở mức độ Khiển trách
Minh chứng: *
Điểm: -6"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm ở mức độ Cảnh cáo
Minh chứng: *
Điểm: -9"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm ở mức độ Kỷ luật buộc thôi học, tạm dừng
Minh chứng: *
Điểm: -12"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: 3
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm pháp luật"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm pháp luật thuộc nhóm tội danh hình sự
Minh chứng: *
Điểm: -50"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,10,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 10]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 2 Trình độ ngoại ngữ (tối đa 6 điểm): Tham gia giữ gìn an ninh – trật tự, bảo vệ sinh cảnh quan - môi trường, nếp sống văn minh nơi công MC 4 Đạt yêu cầu theo tiến độ của chương trình đào tạo * 4 cộng, quảng bá hình ảnh đẹp của Nhà trường được địa phương, Nhà trường công nhận Đạt chứng chỉ ngoại ngữ tương đương Toeic 600 điểm trở lên MC 2 2 Có các thành tích trong học tập, NCKH và rèn luyện (tối đa 4 điểm):
3: Tổng điểm trừ
Tham gia công tác cán bộ tại Lớp, tổ chức Đoàn - Hội, Tổ/Đội/CLB hợp pháp (tối đa 6 điểm):: Vi phạm pháp luật thuộc nhóm tội danh hình sự
Điểm: -110"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của người hoạt động cách mạng trước ngày 01/01/1945; con của người hoạt động cách mạng từ ngày 01/01/1945 đến ngày khởi nghĩa tháng Tám năm 1945.
Ký hiệu: CCBCM
Mức miễn, giảm HP (%): 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của liệt sỹ.
Ký hiệu: CLS
Mức miễn, giảm HP (%): 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của anh hùng lực lượng vũ trang nhân dân.
Ký hiệu: CAH
Mức miễn, giảm HP (%): 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của anh hùng lao động trong thời kỳ kháng chiến.
Ký hiệu: CAH
Mức miễn, giảm HP (%): 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của thương binh; Con của người hưởng chính sách như thương binh.
Ký hiệu: CTB
Mức miễn, giảm HP (%): 100"
909703909-So-Tay-Sinh-Vien-2025-1.pdf,12,,,,"[Tài liệu: 909703909-So-Tay-Sinh-Vien-2025-1.pdf | trang 12]
[BẢNG DỮ LIỆU - MỘT HÀNG]
Ngữ cảnh bảng: 6 Con của bệnh binh. CBB 100 Việc xác nhận thủ tục vay vốn ngân hàng được thực hiện theo các Quyết định sau của Thủ tướng Chính phủ: Quyết định số 157/QĐ-TTg, ngày 27/9/2007; Quyết định số 751/QĐ-TTg, 7 Con của người hoạt động kháng chiến bị nhiễm chất độc hoá học. CĐHH 100 ngày 30/5/2017 và Quyết định số 1656/QĐ-TTg, ngày 19/11/2019. 8 Sinh viên khuyết tật. KT 100
Đối tượng: Con của bệnh binh.
Ký hiệu: CBB
Mức miễn, giảm HP (%): 100"
